id	N	mean	sd	se	sentence	task	reference
AC-01-R0554	28	4.607142857	1.791735879	0.338606254	Siete voi consulenti che gli amministratori hanno offeso nella sala conferenze.	acceptability	chesi_canal_2019
AC-01-R0555	85	4.647058824	1.931603592	0.209511826	Quale edificio credi che l'ingegnere ha costruito negli anni Sessanta?	acceptability	villata_etal_2015
AC-01-R0556	17	4.352941176	1.765686002	0.428241758	Siete voi affittuari che i proprietari hanno denunciato alla guardia di finanza.	acceptability	chesi_canal_2019
AC-01-R0557	12	6.25	1.422226168	0.41056133	Ogni volta che arrivava il direttore lui cambiava umore.	acceptability	mancini_etal_2018
AC-01-R0558	85	2.470588235	1.476709947	0.160171682	Quale problema ti chiedi quale studente ha risolto in un'ora?	acceptability	villata_etal_2015
AC-01-R0559	18	1.722222222	0.95828005	0.225868774	Con dell'olio rimasto lui friggevano le melanzane.	acceptability	mancini_etal_2018
AC-01-R0560	12	1.583333333	0.99620492	0.287579589	Quando la crema era molto densa lui aggiungevano un po' di latte.	acceptability	mancini_etal_2018
AC-01-R0561	28	4.857142857	1.819936623	0.343935693	Siete voi architetti che gli ingegneri hanno consultato prima di iniziare i lavori.	acceptability	chesi_canal_2019
AC-01-R0562	12	5.333333333	1.556997888	0.449466575	I dipendenti scioperavano sempre se loro imponevano turni di lavoro più lunghi.	acceptability	mancini_etal_2018
AC-01-R0563	28	2.571428571	1.751794243	0.331057994	Siete voi giocatori che voi allenatori avete incolpato per l'esito della partita.	acceptability	chesi_canal_2019
AC-01-R0564	17	6.647058824	0.785905248	0.190610021	Secondo te le piante sono appassite?	acceptability	greco_etal_2020
AC-01-R0565	14	1.5	0.650443636	0.173838374	Prima che il comitato venisse eletto voi precisavi in modo chiaro il suo ruolo.	acceptability	mancini_etal_2018
AC-01-R0566	18	4.277777778	2.244091734	0.528937494	Hanno bestemmiato i ragazzi.	acceptability	greco_etal_2020
AC-01-R0567	11	5.181818182	1.834021909	0.552978412	Secondo te la motivazione dell'ammutinamento sono i cambi della rotta?	acceptability	greco_etal_2020
AC-01-R0568	30	4.466666667	1.795268366	0.32776966	Siete voi tirocinanti che gli stagisti hanno interrogato dopo la visita in azienda.	acceptability	chesi_canal_2019
AC-01-R0569	12	4.416666667	1.311372171	0.378560538	Quando gli idraulici avevano sostituito i tubi lui riparava il lavello.	acceptability	mancini_etal_2018
AC-01-R0570	16	5.5625	1.590335394	0.397583849	Secondo te sono impazziti i giudici?	acceptability	greco_etal_2020
AC-01-R0571	12	2.166666667	1.800673275	0.5198096	Poiché i pacchi erano voluminosi noi trasportavo il carico con un furgone.	acceptability	mancini_etal_2018
AC-01-R0572	14	1.714285714	1.138728807	0.304338075	Il professore si arrabbiava quando voi modificavi il piano di lavoro.	acceptability	mancini_etal_2018
AC-01-R0573	14	1.785714286	1.368804724	0.365828451	La direttrice ha capito che lui firmavano le giustificazioni delle assenze.	acceptability	mancini_etal_2018
AC-01-R0574	17	4.352941176	1.902011319	0.461305504	Hanno danzato gli invitati.	acceptability	greco_etal_2020
AC-01-R0575	17	5.176470588	1.810914621	0.43921131	Le tinteggiature della stanza sono la conclusione del restauro.	acceptability	greco_etal_2020
AC-01-R0576	12	2.083333333	1.621353718	0.468044503	Durante la partita della nazionale loro indossava la maglia azzurra.	acceptability	mancini_etal_2018
AC-01-R0577	14	6.214285714	1.050902281	0.280865449	Per concimare il terreno loro utilizzavano un prodotto biologico.	acceptability	mancini_etal_2018
AC-01-R0578	16	4.875	1.892969449	0.473242362	Hanno miagolato i gatti.	acceptability	greco_etal_2020
AC-01-R0579	17	7	0	0	Gli ospiti sono arrivati.	acceptability	greco_etal_2020
AC-01-R0580	11	6.818181818	0.404519917	0.121967344	Le provviste sono bastate.	acceptability	greco_etal_2020
AC-01-R0581	14	2.285714286	1.728875643	0.462061451	Se la banca non accordava il prestito lui rischiavano il fallimento.	acceptability	mancini_etal_2018
AC-01-R0582	16	6.6875	0.602079729	0.150519932	Le leonesse hanno ruggito.	acceptability	greco_etal_2020
AC-01-R0583	18	5.333333333	2	0.471404521	Nel corso dell'anno tu prevedevi molte sconfitte per la Fiorentina.	acceptability	mancini_etal_2018
AC-01-R0584	12	6.166666667	0.937436867	0.270614714	Quando le cose si mettevano male voi esprimevate la rabbia piangendo.	acceptability	mancini_etal_2018
AC-01-R0585	14	1.571428571	0.937614462	0.250588006	Prima di evadere un ordine voi contavi sempre i pezzi in ogni scatola.	acceptability	mancini_etal_2018
AC-01-R0586	10	7	0	0	Gli uccelli hanno cinguettato.	acceptability	greco_etal_2020
AC-01-R0587	15	6.333333333	1.290994449	0.333333333	Gli alpinisti hanno sciato.	acceptability	greco_etal_2020
AC-01-R0588	12	5.333333333	1.154700538	0.333333333	Voci di corridoio dicono che loro evitavano la segretaria del dipartimento.	acceptability	mancini_etal_2018
AC-01-R0589	14	6.071428571	0.997248963	0.266525996	I gatti entravano sempre in casa mentre io servivo la cena.	acceptability	mancini_etal_2018
AC-01-R0590	10	5	1.699673171	0.53748385	Sono i testimoni che voi imputati avete screditato durante tutto il processo.	acceptability	chesi_canal_2019
AC-01-R0591	17	4.529411765	2.034626718	0.493469463	La sintesi della storia sono le urbanizzazioni della capitale.	acceptability	greco_etal_2020
AC-01-R0592	17	3.411764706	1.905873275	0.462242166	L'identificazione della nazione sono le raffigurazioni della vittoria.	acceptability	greco_etal_2020
AC-01-R0593	17	3.705882353	1.72353945	0.418019718	Hanno sbandato le automobili.	acceptability	greco_etal_2020
AC-01-R0594	11	5.909090909	1.375103302	0.414609245	Secondo te sono dimagrite le ragazze?	acceptability	greco_etal_2020
AC-01-R0595	12	1.666666667	1.07308674	0.309773459	Appena la mamma usciva di casa noi accendevo il televisore in cucina.	acceptability	mancini_etal_2018
AC-01-R0596	12	1.583333333	0.99620492	0.287579589	Ogni volta che arrivava il direttore lui cambiavano umore.	acceptability	mancini_etal_2018
AC-01-R0597	14	3.142857143	1.511857892	0.404061018	Quando gli idraulici avevano sostituito i tubi io riparavo il lavello.	acceptability	mancini_etal_2018
AC-01-R0598	14	6.428571429	0.646206173	0.172705864	Al ristorante di Giovanni normalmente io ordinavo del maiale.	acceptability	mancini_etal_2018
AC-01-R0599	18	6.055555556	1.349170648	0.318002571	Quando il tempo non era bello loro annullavano tutte le immersioni.	acceptability	mancini_etal_2018
AC-01-R0600	12	2.166666667	1.850470866	0.534184926	Con dell'olio rimasto loro friggeva le melanzane.	acceptability	mancini_etal_2018
AC-01-R0601	10	5.7	1.418136492	0.448454135	Le svendite della merce sono la salvezza dell'attività.	acceptability	greco_etal_2020
AC-01-R0602	14	6.285714286	0.994490316	0.265788717	Di solito nel secondo semestre lui seguiva il corso di storia.	acceptability	mancini_etal_2018
AC-01-R0603	14	2.214285714	1.888368096	0.504687603	Prima della fine di ogni mese loro concludeva la lavorazione di tutti i capitoli.	acceptability	mancini_etal_2018
AC-01-R0604	17	5.941176471	1.29762226	0.314719626	Secondo te i debiti sono lievitati?	acceptability	greco_etal_2020
AC-01-R0605	16	6.4375	1.030776406	0.257694102	Secondo te le bambine hanno mangiato il dolce?	acceptability	greco_etal_2020
AC-01-R0606	12	5.166666667	1.403458931	0.405143696	Alla cena di Natale io annunciavo il matrimonio.	acceptability	mancini_etal_2018
AC-01-R0607	17	5.117647059	1.763602596	0.427736458	Sono degenerati i festeggiamenti.	acceptability	greco_etal_2020
AC-01-R0608	28	5.142857143	1.353029132	0.255698471	Sono i costumisti che voi clienti avete contattato al banco dei vestiti.	acceptability	chesi_canal_2019
AC-01-R0609	17	6.705882353	0.587867532	0.142578819	Secondo te i cuccioli sono nati?	acceptability	greco_etal_2020
AC-01-R0610	14	1.642857143	0.744946344	0.199095285	Lucia diceva che lui ingannavano il nostro datore di lavoro.	acceptability	mancini_etal_2018
AC-01-R0611	16	6.9375	0.25	0.0625	Gli studenti sono impalliditi.	acceptability	greco_etal_2020
AC-01-R0612	10	3	1.414213562	0.447213595	Secondo te hanno copiato le studentesse il quaderno?	acceptability	greco_etal_2020
AC-01-R0613	10	5.1	1.370320319	0.433333333	Sono i professori che voi presidi avete elogiato alla riunione d'istituto.	acceptability	chesi_canal_2019
AC-01-R0614	10	6.8	0.632455532	0.2	Secondo te i camion hanno frenato?	acceptability	greco_etal_2020
AC-01-R0615	10	6.7	0.483045892	0.152752523	Secondo te le leonesse hanno ruggito?	acceptability	greco_etal_2020
AC-01-R0616	28	5.535714286	1.527092198	0.288593299	Sono i cantanti che voi musicisti avete riconosciuto al concerto di beneficenza.	acceptability	chesi_canal_2019
AC-01-R0617	10	6.9	0.316227766	0.1	Gli agricoltori hanno coltivato il campo.	acceptability	greco_etal_2020
AC-01-R0618	16	3.1875	1.905037182	0.476259296	Secondo te hanno indicato i cartelli la strada?	acceptability	greco_etal_2020
AC-01-R0619	16	4.625	1.892969449	0.473242362	Hanno convissuto i fidanzati.	acceptability	greco_etal_2020
AC-01-R0620	12	6.166666667	0.717740563	0.207193854	Quando gli invitati erano in ritardo noi avvertivamo sempre il ristorante.	acceptability	mancini_etal_2018
AC-01-R0621	17	4.117647059	1.866894244	0.452788362	Hanno pulito le casalinghe il bagno.	acceptability	greco_etal_2020
AC-01-R0622	16	7	0	0	Gli invitati hanno danzato.	acceptability	greco_etal_2020
AC-01-R0623	17	3.294117647	1.928882639	0.467822756	Siete voi costumisti che voi clienti avete contattato al banco dei vestiti.	acceptability	chesi_canal_2019
AC-01-R0624	15	3.666666667	2.058663459	0.53154462	Secondo te le pulizie del locale sono l'identità dell'auditorium?	acceptability	greco_etal_2020
AC-01-R0625	16	5.125	1.204159458	0.301039864	Secondo te hanno barato i giocatori?	acceptability	greco_etal_2020
AC-01-R0626	12	1.666666667	0.887625365	0.256235372	Quando la ragazza spendeva troppo voi coprivi le sue spese.	acceptability	mancini_etal_2018
AC-01-R0627	14	1.857142857	1.350620533	0.360968521	Durante la stagione fredda loro curava sempre il raffreddore con i rimedi naturali.	acceptability	mancini_etal_2018
AC-01-R0628	18	1.5	0.923548145	0.217682385	Quando gli invitati erano in ritardo io avvertivamo sempre il ristorante.	acceptability	mancini_etal_2018
AC-01-R0629	85	4.541176471	1.961249245	0.212727348	Quale piatto credi che il cuoco ha preparato la scorsa settimana?	acceptability	villata_etal_2015
AC-01-R0630	11	6.909090909	0.301511345	0.090909091	I gatti hanno miagolato.	acceptability	greco_etal_2020
AC-01-R0631	85	5.258823529	1.597266573	0.173247884	Chi non sa chi ha preparato questo piatto la scorsa settimana?	acceptability	villata_etal_2015
AC-01-R0632	10	7	0	0	Le sorelle sono sopravvissute.	acceptability	greco_etal_2020
AC-01-R0633	18	1.777777778	1.477500097	0.348250113	Di solito lui accettavano i lavori di traduzione solo con pagamento anticipato.	acceptability	mancini_etal_2018
AC-01-R0634	28	2.642857143	1.76832806	0.334182592	Siete voi infermieri che voi primari avete chiamato in sala operatoria.	acceptability	chesi_canal_2019
AC-01-R0635	10	5.3	1.33749351	0.422952585	Sono i giornalisti che i consiglieri hanno accolto all'entrata del palazzo.	acceptability	chesi_canal_2019
AC-01-R0636	14	6.928571429	0.267261242	0.071428571	Quando la crema era molto densa noi aggiungevamo un po' di latte.	acceptability	mancini_etal_2018
AC-01-R0637	12	6.166666667	0.83484711	0.240999602	Durante la stagione fredda loro curavano sempre il raffreddore con i rimedi naturali.	acceptability	mancini_etal_2018
AC-01-R0638	17	2.941176471	1.560071642	0.378372951	Secondo te hanno trasmesso i cavi il segnale?	acceptability	greco_etal_2020
AC-01-R0639	12	1.416666667	0.900336637	0.2599048	Dicono che in passato tu rifiutavate sempre il sostegno degli altri.	acceptability	mancini_etal_2018
AC-01-R0640	14	1.785714286	1.251372872	0.334443468	Tutte le domeniche durante la messa voi eseguivi un pezzo al pianoforte.	acceptability	mancini_etal_2018
AC-01-R0641	18	5.555555556	1.652884189	0.38958854	Prima che il presidente andasse in pensione voi ottenevate dei vantaggi.	acceptability	mancini_etal_2018
AC-01-R0642	10	6.7	0.674948558	0.213437475	Secondo te i giornalisti hanno mentito?	acceptability	greco_etal_2020
AC-01-R0643	10	4.7	2.162817093	0.683942818	Sono i violinisti che voi pianisti avete accompagnato durante tutto il concerto.	acceptability	chesi_canal_2019
AC-01-R0644	11	6.909090909	0.301511345	0.090909091	Gli specialisti hanno accordato lo strumento.	acceptability	greco_etal_2020
AC-01-R0645	14	1.857142857	1.292412345	0.345411728	Mentre il bambino dormiva loro puliva la cucina.	acceptability	mancini_etal_2018
AC-01-R0646	17	6.647058824	0.606339063	0.147058824	Secondo te le attrici sono tornate?	acceptability	greco_etal_2020
AC-01-R0647	17	3.882352941	1.576481563	0.382352941	Secondo te le segnalazioni del pericolo sono la delimitazione del porto?	acceptability	greco_etal_2020
AC-01-R0648	14	1.928571429	1.328057327	0.354938251	Qualcuno ha detto che lui scrivevano una lettera a casa ogni sera.	acceptability	mancini_etal_2018
AC-01-R0649	16	6.1875	1.376892637	0.344223159	Secondo te le navi sono salpate?	acceptability	greco_etal_2020
AC-01-R0650	85	5.635294118	1.564844879	0.169731258	Chi sa chi ha scritto questo articolo in un pomeriggio?	acceptability	villata_etal_2015
AC-01-R0651	18	1.5	0.785905248	0.185239643	In ufficio erano tutti scontenti perché io approvavamo il progetto del direttore.	acceptability	mancini_etal_2018
AC-01-R0652	11	5.272727273	1.420627262	0.428335236	Secondo te hanno frenato i camion?	acceptability	greco_etal_2020
AC-01-R0653	16	5.25	1.61245155	0.403112887	Le manipolazioni della votazione sono il connotato della dittatura.	acceptability	greco_etal_2020
AC-01-R0654	12	5	1.279204298	0.369274473	Con dell'olio rimasto loro friggevano le melanzane.	acceptability	mancini_etal_2018
AC-01-R0655	11	6.181818182	1.250454463	0.377026206	Le foto del muro sono la causa della rivolta.	acceptability	greco_etal_2020
AC-01-R0656	18	1.444444444	0.704792186	0.166121111	Poiché i pacchi erano voluminosi io trasportavamo il carico con un furgone.	acceptability	mancini_etal_2018
AC-01-R0657	18	6.444444444	1.041617646	0.245511634	I calciatori hanno riposato.	acceptability	greco_etal_2020
AC-01-R0658	14	1.785714286	1.368804724	0.365828451	Il professore si arrabbiava quando tu modificavate il piano di lavoro.	acceptability	mancini_etal_2018
AC-01-R0659	16	6.1875	1.424488212	0.356122053	Secondo te le mura sono crollate?	acceptability	greco_etal_2020
AC-01-R0660	16	4.5625	1.824600413	0.456150103	Le esecuzioni del concerto sono la rivelazione della manifestazione.	acceptability	greco_etal_2020
AC-01-R0661	16	6.9375	0.25	0.0625	I vicini hanno traslocato.	acceptability	greco_etal_2020
AC-01-R0662	11	3.090909091	1.445997611	0.435984684	Hanno ascoltato le musiciste il concerto.	acceptability	greco_etal_2020
AC-01-R0663	17	6.470588235	0.874474632	0.212091251	Sono marcite le cipolle.	acceptability	greco_etal_2020
AC-01-R0664	18	6.111111111	1.131832917	0.266775577	Secondo te le provviste sono bastate?	acceptability	greco_etal_2020
AC-01-R0665	85	5.564705882	1.499579773	0.162652263	Chi sa quale giornalista ha scritto questo articolo in un pomeriggio?	acceptability	villata_etal_2015
AC-01-R0666	14	1.857142857	1.231455852	0.32912042	Prima della fine di ogni mese lui concludevano la lavorazione di tutti i capitoli.	acceptability	mancini_etal_2018
AC-01-R0667	10	6.9	0.316227766	0.1	Secondo te le ragazze sono dimagrite?	acceptability	greco_etal_2020
AC-01-R0668	10	6.7	0.483045892	0.152752523	I fuochi hanno scaldato l'accampamento.	acceptability	greco_etal_2020
AC-01-R0669	17	4.470588235	2.003673098	0.485962107	Siete voi violinisti che i pianisti hanno accompagnato durante tutto il concerto.	acceptability	chesi_canal_2019
AC-01-R0670	28	2.892857143	1.812289032	0.342490434	Siete voi avvocati che voi giudici avete evitato alla festa di inaugurazione.	acceptability	chesi_canal_2019
AC-01-R0671	17	4.058823529	2.276801162	0.552205393	La conclusione dello sciopero sono le dichiarazioni dell'accordo.	acceptability	greco_etal_2020
AC-01-R0672	11	6	1.414213562	0.426401433	Secondo te sono deragliati i treni?	acceptability	greco_etal_2020
AC-01-R0673	10	3.2	1.316561177	0.4163332	Secondo te hanno filtrato i vetri la luce?	acceptability	greco_etal_2020
AC-01-R0674	18	5.444444444	1.68809751	0.397888399	Sono impalliditi gli studenti.	acceptability	greco_etal_2020
AC-01-R0675	10	5.2	1.988857852	0.628932075	Le segnalazioni del pericolo sono la delimitazione del porto.	acceptability	greco_etal_2020
